,DT_MEDICAO,HR_MEDICAO,TEM_INS,UMD_INS,VEN_VEL
0,2020-10-01,0000,26.2,77,0.2
1,2020-10-01,0100,25.7,80,0.1
2,2020-10-01,0200,25.3,84,0.2
3,2020-10-01,0300,24.7,87,0.2
4,2020-10-01,0400,24.5,88,0.4
5,2020-10-01,0500,24.1,90,0.2
6,2020-10-01,0600,23.5,91,0
7,2020-10-01,0700,23.3,92,0
8,2020-10-01,0800,23.1,92,0
9,2020-10-01,0900,22.8,92,0
10,2020-10-01,1000,24.2,92,0.2
11,2020-10-01,1100,27.3,78,0.6
12,2020-10-01,1200,29.1,70,0.4
13,2020-10-01,1300,30.1,67,1
14,2020-10-01,1400,31.4,62,2.3
15,2020-10-01,1500,30.4,66,1.8
16,2020-10-01,1600,32.5,57,1.4
17,2020-10-01,1700,31.2,60,1.5
18,2020-10-01,1800,31.5,61,1.1
19,2020-10-01,1900,29.2,70,1.4
20,2020-10-01,2000,26.7,88,1.7
21,2020-10-01,2100,26.9,84,0.4
22,2020-10-01,2200,27.3,80,0.8
23,2020-10-01,2300,,,
24,2020-10-02,0000,26.7,76,0.3
25,2020-10-02,0100,26.2,79,0.2
26,2020-10-02,0200,25.7,82,0
27,2020-10-02,0300,25.4,85,0.2
28,2020-10-02,0400,25,88,0.2
29,2020-10-02,0500,24.8,89,0
30,2020-10-02,0600,24.7,89,0
31,2020-10-02,0700,24.3,90,0
32,2020-10-02,0800,24,91,0
33,2020-10-02,0900,23.7,92,0
34,2020-10-02,1000,25,91,0
35,2020-10-02,1100,27.6,78,0.8
36,2020-10-02,1200,28.4,72,1.6
37,2020-10-02,1300,28.5,71,1.2
38,2020-10-02,1400,31.4,61,1.6
39,2020-10-02,1500,32.1,58,1.8
40,2020-10-02,1600,32.6,55,2
41,2020-10-02,1700,33.5,57,1.6
42,2020-10-02,1800,32,61,1.2
43,2020-10-02,1900,25.8,91,1.9
44,2020-10-02,2000,25.7,90,1.2
45,2020-10-02,2100,24.6,85,0.3
46,2020-10-02,2200,25.5,86,0.4
47,2020-10-02,2300,26,86,0.9
48,2020-10-03,0000,26.2,84,0.3
49,2020-10-03,0100,26.2,83,0
50,2020-10-03,0200,26.2,83,0.6
51,2020-10-03,0300,25.7,85,0.5
52,2020-10-03,0400,25.3,88,0
53,2020-10-03,0500,24.9,90,0
54,2020-10-03,0600,24.4,91,0
55,2020-10-03,0700,24.6,92,0
56,2020-10-03,0800,24.4,92,0
57,2020-10-03,0900,24.2,92,0
58,2020-10-03,1000,25.2,92,0
59,2020-10-03,1100,27.8,81,1.2
60,2020-10-03,1200,28.7,74,1.4
61,2020-10-03,1300,28.9,73,1
62,2020-10-03,1400,31.2,67,0.7
63,2020-10-03,1500,31.2,65,0.9
64,2020-10-03,1600,31.4,60,0.1
65,2020-10-03,1700,32.1,64,1.7
66,2020-10-03,1800,33,60,1.5
67,2020-10-03,1900,29,82,0.2
68,2020-10-03,2000,29.5,74,1
69,2020-10-03,2100,27.9,81,0.8
70,2020-10-03,2200,25.4,78,4.3
71,2020-10-03,2300,23.4,92,0.3
72,2020-10-04,0000,23.7,90,1.9
73,2020-10-04,0100,23.2,91,0.1
74,2020-10-04,0200,23.7,90,0.1
75,2020-10-04,0300,23.5,92,0
76,2020-10-04,0400,23.4,92,0
77,2020-10-04,0500,23.6,93,0
78,2020-10-04,0600,23.4,93,0
79,2020-10-04,0700,23.8,93,0
80,2020-10-04,0800,23.4,93,0
81,2020-10-04,0900,23.4,93,0
82,2020-10-04,1000,24.3,93,0
83,2020-10-04,1100,27.3,81,0.1
84,2020-10-04,1200,29.3,71,0.8
85,2020-10-04,1300,30.3,65,2
86,2020-10-04,1400,31.3,64,1.9
87,2020-10-04,1500,31.8,58,1.4
88,2020-10-04,1600,32.3,58,2.4
89,2020-10-04,1700,33.2,57,0.8
90,2020-10-04,1800,33.1,55,1.1
91,2020-10-04,1900,30.5,62,1.8
92,2020-10-04,2000,31.3,66,2
93,2020-10-04,2100,24.7,89,0
94,2020-10-04,2200,26.3,90,0.4
95,2020-10-04,2300,26,87,0.6
96,2020-10-05,0000,25.9,83,0.1
97,2020-10-05,0100,25.8,81,0.1
98,2020-10-05,0200,25.2,85,0.1
99,2020-10-05,0300,24.6,87,0.1
100,2020-10-05,0400,24,90,0
101,2020-10-05,0500,23.6,91,0
102,2020-10-05,0600,23.5,92,0
103,2020-10-05,0700,23.8,92,0
104,2020-10-05,0800,23.4,92,0
105,2020-10-05,0900,23.3,93,0
106,2020-10-05,1000,24.1,93,0
107,2020-10-05,1100,27.3,82,0.1
108,2020-10-05,1200,29,76,0.4
109,2020-10-05,1300,29.7,68,0.9
110,2020-10-05,1400,31.1,63,0.5
111,2020-10-05,1500,32,58,1.4
112,2020-10-05,1600,30.9,62,2.7
113,2020-10-05,1700,28.1,86,0.8
114,2020-10-05,1800,26.1,85,0.5
115,2020-10-05,1900,26.5,84,0.5
116,2020-10-05,2000,23.8,94,0
117,2020-10-05,2100,23.9,94,1.8
118,2020-10-05,2200,24,94,0
119,2020-10-05,2300,24.4,94,0
120,2020-10-06,0000,24.5,93,0
121,2020-10-06,0100,24.5,93,0
122,2020-10-06,0200,24.1,93,0
123,2020-10-06,0300,23.9,94,0
124,2020-10-06,0400,23.9,94,0
125,2020-10-06,0500,23.9,94,0
126,2020-10-06,0600,23.6,94,0
127,2020-10-06,0700,23.5,94,0
128,2020-10-06,0800,23.3,94,0
129,2020-10-06,0900,23.4,94,0
130,2020-10-06,1000,24.4,94,0.1
131,2020-10-06,1100,27.2,87,0.7
132,2020-10-06,1200,28.3,77,0.6
133,2020-10-06,1300,30.3,68,1.4
134,2020-10-06,1400,30.6,63,0.8
135,2020-10-06,1500,31.6,59,2.2
136,2020-10-06,1600,30.1,65,0.6
137,2020-10-06,1700,28.2,69,1.2
138,2020-10-06,1800,29.4,68,1.2
139,2020-10-06,1900,28.1,79,0.6
140,2020-10-06,2000,24.5,88,3.9
141,2020-10-06,2100,23.3,93,0
142,2020-10-06,2200,23.9,93,0
143,2020-10-06,2300,24.2,93,0
144,2020-10-07,0000,24,93,0
145,2020-10-07,0100,24.1,93,0
146,2020-10-07,0200,23.8,93,0
147,2020-10-07,0300,23.6,92,0
148,2020-10-07,0400,23.6,93,0
149,2020-10-07,0500,23.2,93,0
150,2020-10-07,0600,22.9,93,0
151,2020-10-07,0700,22.7,94,0
152,2020-10-07,0800,22.8,94,0
153,2020-10-07,0900,22.7,94,0
154,2020-10-07,1000,23.8,94,0.4
155,2020-10-07,1100,26.8,84,0.6
156,2020-10-07,1200,29,73,0.5
157,2020-10-07,1300,30.9,64,1.7
158,2020-10-07,1400,31.6,59,1.7
159,2020-10-07,1500,31.6,56,0.9
160,2020-10-07,1600,32,51,2.6
161,2020-10-07,1700,33.3,53,2
162,2020-10-07,1800,32.1,62,2
163,2020-10-07,1900,32.1,63,1.5
164,2020-10-07,2000,30.8,65,1.4
165,2020-10-07,2100,29.3,70,1
166,2020-10-07,2200,28.1,73,0.9
167,2020-10-07,2300,27.5,73,0.9
168,2020-10-08,0000,26.8,75,0.5
169,2020-10-08,0100,26.3,77,0.1
170,2020-10-08,0200,25.7,79,0.1
171,2020-10-08,0300,25.1,83,0.4
172,2020-10-08,0400,24.6,86,0
173,2020-10-08,0500,24.2,87,0
174,2020-10-08,0600,24.2,88,0
175,2020-10-08,0700,24.1,88,0
176,2020-10-08,0800,24.1,89,0.1
177,2020-10-08,0900,23.9,90,0
178,2020-10-08,1000,25.1,88,0.1
179,2020-10-08,1100,27.5,75,0.7
180,2020-10-08,1200,28.9,73,1
181,2020-10-08,1300,29.8,68,0.7
182,2020-10-08,1400,31.1,56,1.3
183,2020-10-08,1500,32.8,52,1
184,2020-10-08,1600,32.1,56,1
185,2020-10-08,1700,33.4,59,2
186,2020-10-08,1800,32.1,58,1.8
187,2020-10-08,1900,32.2,59,1.8
188,2020-10-08,2000,30.5,65,1
189,2020-10-08,2100,29.3,67,1.2
190,2020-10-08,2200,28.3,69,0.7
191,2020-10-08,2300,27.7,70,1
192,2020-10-09,0000,26.9,74,0.3
193,2020-10-09,0100,26.3,77,0.5
194,2020-10-09,0200,25.6,81,0.1
195,2020-10-09,0300,25.4,83,0.1
196,2020-10-09,0400,24.8,85,0
197,2020-10-09,0500,24.5,87,0.1
198,2020-10-09,0600,23.8,90,0
199,2020-10-09,0700,23.5,92,0
200,2020-10-09,0800,23.2,92,0
201,2020-10-09,0900,23.1,93,0
202,2020-10-09,1000,24.6,91,0.1
203,2020-10-09,1100,27.1,77,0.6
204,2020-10-09,1200,28.6,70,0.6
205,2020-10-09,1300,29.7,66,0.9
206,2020-10-09,1400,31.8,57,1
207,2020-10-09,1500,33.5,48,1.5
208,2020-10-09,1600,32.2,60,0.8
209,2020-10-09,1700,32.9,59,1.7
210,2020-10-09,1800,31.7,62,2
211,2020-10-09,1900,31.5,62,2.2
212,2020-10-09,2000,31.2,61,1.7
213,2020-10-09,2100,29.6,64,1.7
214,2020-10-09,2200,28.8,68,1
215,2020-10-09,2300,28,67,0.2
216,2020-10-10,0000,27.2,70,0.5
217,2020-10-10,0100,26.5,75,0.3
218,2020-10-10,0200,26,78,0.3
219,2020-10-10,0300,25.5,80,0.1
220,2020-10-10,0400,25.1,83,0
221,2020-10-10,0500,24.8,84,0
222,2020-10-10,0600,23.9,89,0
223,2020-10-10,0700,23.5,91,0
224,2020-10-10,0800,23.3,92,0
225,2020-10-10,0900,23.1,92,0
226,2020-10-10,1000,24.7,90,0.1
227,2020-10-10,1100,27.3,73,0.4
228,2020-10-10,1200,29.3,67,0.7
229,2020-10-10,1300,31.1,59,1.3
230,2020-10-10,1400,32.2,52,1.1
231,2020-10-10,1500,32,48,1
232,2020-10-10,1600,33,46,0.8
233,2020-10-10,1700,33.2,57,2.4
234,2020-10-10,1800,31.9,57,2.1
235,2020-10-10,1900,32.5,56,1.7
236,2020-10-10,2000,30.6,60,1.8
237,2020-10-10,2100,29.1,67,1.5
238,2020-10-10,2200,27.1,65,0.1
239,2020-10-10,2300,27.5,72,0.5
240,2020-10-11,0000,26.9,76,0.8
241,2020-10-11,0100,26.7,78,0.6
242,2020-10-11,0200,26.4,79,0.3
243,2020-10-11,0300,26.2,81,0.9
244,2020-10-11,0400,26,82,0.1
245,2020-10-11,0500,25.6,84,0.1
246,2020-10-11,0600,25.2,86,0.1
247,2020-10-11,0700,25.1,86,0.1
248,2020-10-11,0800,24.5,88,0
249,2020-10-11,0900,24.3,89,0
250,2020-10-11,1000,25.7,86,0.1
251,2020-10-11,1100,28.2,73,0.2
252,2020-10-11,1200,29.9,66,0.7
253,2020-10-11,1300,31.6,56,0.6
254,2020-10-11,1400,32.1,54,0.8
255,2020-10-11,1500,32.1,54,0.3
256,2020-10-11,1600,32.9,58,1.4
257,2020-10-11,1700,31,62,1.4
258,2020-10-11,1800,30.7,65,1.6
259,2020-10-11,1900,25.7,87,1.2
260,2020-10-11,2000,26.2,82,0.3
261,2020-10-11,2100,24.4,83,0.2
262,2020-10-11,2200,23.9,85,0.7
263,2020-10-11,2300,24.1,82,0.1
264,2020-10-12,0000,23.9,88,0
265,2020-10-12,0100,24.1,87,0
266,2020-10-12,0200,23.6,90,0
267,2020-10-12,0300,23.8,89,0
268,2020-10-12,0400,23.4,91,0
269,2020-10-12,0500,23.3,92,0
270,2020-10-12,0600,23.5,92,0
271,2020-10-12,0700,23.4,92,0
272,2020-10-12,0800,23.3,93,0
273,2020-10-12,0900,23,93,0
274,2020-10-12,1000,24.7,93,0.3
275,2020-10-12,1100,27.9,76,1.1
276,2020-10-12,1200,28.4,73,0.9
277,2020-10-12,1300,30.8,63,1.9
278,2020-10-12,1400,31.4,62,1.8
279,2020-10-12,1500,31.6,59,1.9
280,2020-10-12,1600,32.5,58,1.3
281,2020-10-12,1700,33.5,49,1.6
282,2020-10-12,1800,33.1,45,1.4
283,2020-10-12,1900,33.4,45,0.3
284,2020-10-12,2000,31.4,62,1.6
285,2020-10-12,2100,28.4,62,2
286,2020-10-12,2200,26.3,71,0.2
287,2020-10-12,2300,27,76,0.4
288,2020-10-13,0000,27,76,0.4
289,2020-10-13,0100,26.6,79,0.2
290,2020-10-13,0200,26.1,82,0
291,2020-10-13,0300,25.9,83,0.1
292,2020-10-13,0400,25.6,84,0.2
293,2020-10-13,0500,25,87,0.1
294,2020-10-13,0600,24.5,89,0.1
295,2020-10-13,0700,24.2,90,0
296,2020-10-13,0800,23.8,91,0.1
297,2020-10-13,0900,23.8,92,0
298,2020-10-13,1000,25.1,89,0.1
299,2020-10-13,1100,27.8,76,0.7
300,2020-10-13,1200,29.5,69,0.9
301,2020-10-13,1300,31.6,60,1.3
302,2020-10-13,1400,31.1,57,0.9
303,2020-10-13,1500,32.5,54,1.2
304,2020-10-13,1600,31.8,60,0.8
305,2020-10-13,1700,29.6,71,1.1
306,2020-10-13,1800,25.7,91,0.6
307,2020-10-13,1900,23.7,88,1.1
308,2020-10-13,2000,25.5,90,1
309,2020-10-13,2100,26.1,90,0.1
310,2020-10-13,2200,26,88,0
311,2020-10-13,2300,25.9,82,0.2
312,2020-10-14,0000,25.7,82,0
313,2020-10-14,0100,25.3,86,0
314,2020-10-14,0200,25,85,0
315,2020-10-14,0300,24.8,86,0
316,2020-10-14,0400,24.6,87,0
317,2020-10-14,0500,23.8,91,0
318,2020-10-14,0600,23.6,92,0
319,2020-10-14,0700,23.2,93,0
320,2020-10-14,0800,23.6,92,0
321,2020-10-14,0900,23.4,91,0
322,2020-10-14,1000,24.8,88,0.1
323,2020-10-14,1100,27.8,76,0.8
324,2020-10-14,1200,29.9,67,1.2
325,2020-10-14,1300,30.1,63,0.7
326,2020-10-14,1400,31.7,61,1.1
327,2020-10-14,1500,32,56,2.5
328,2020-10-14,1600,32.6,58,0.8
329,2020-10-14,1700,32.1,54,1.4
330,2020-10-14,1800,31.6,67,1.8
331,2020-10-14,1900,25.6,88,0.8
332,2020-10-14,2000,26.5,87,0.2
333,2020-10-14,2100,26.5,86,0.6
334,2020-10-14,2200,25.6,89,0
335,2020-10-14,2300,25.4,91,0
336,2020-10-15,0000,26,78,0.2
337,2020-10-15,0100,25.6,81,0
338,2020-10-15,0200,25.2,83,0.2
339,2020-10-15,0300,25,85,0.1
340,2020-10-15,0400,24.2,89,0
341,2020-10-15,0500,23.6,91,0
342,2020-10-15,0600,23.3,92,0
343,2020-10-15,0700,22.9,93,0
344,2020-10-15,0800,23,93,0
345,2020-10-15,0900,22.9,93,0
346,2020-10-15,1000,24.2,93,0
347,2020-10-15,1100,27.7,76,1.2
348,2020-10-15,1200,29.4,68,2.1
349,2020-10-15,1300,30,66,0.8
350,2020-10-15,1400,31.4,62,1
351,2020-10-15,1500,32.6,55,0.8
352,2020-10-15,1600,33,49,0.4
353,2020-10-15,1700,30.3,68,1.8
354,2020-10-15,1800,31.5,66,2.6
355,2020-10-15,1900,26.3,76,1.3
356,2020-10-15,2000,29.5,74,1.4
357,2020-10-15,2100,28.5,75,1.1
358,2020-10-15,2200,27.7,79,0.6
359,2020-10-15,2300,27.4,76,1.1
360,2020-10-16,0000,27,77,0.6
361,2020-10-16,0100,26.3,81,0.1
362,2020-10-16,0200,25.7,84,0
363,2020-10-16,0300,25.2,87,0
364,2020-10-16,0400,25,88,0.1
365,2020-10-16,0500,24.6,89,0.1
366,2020-10-16,0600,24.6,89,0
367,2020-10-16,0700,24.3,90,0.1
368,2020-10-16,0800,24.2,90,0.2
369,2020-10-16,0900,23.7,92,0
370,2020-10-16,1000,25,89,0.1
371,2020-10-16,1100,27.8,77,1.2
372,2020-10-16,1200,30.1,67,1.2
373,2020-10-16,1300,31.3,60,0.8
374,2020-10-16,1400,31.7,55,0.9
375,2020-10-16,1500,32.7,55,0.7
376,2020-10-16,1600,32.4,54,0.6
377,2020-10-16,1700,32.2,60,2.4
378,2020-10-16,1800,30.4,80,1.2
379,2020-10-16,1900,31.6,63,1.9
380,2020-10-16,2000,29.6,68,2
381,2020-10-16,2100,28.5,73,1.7
382,2020-10-16,2200,27.4,79,0.8
383,2020-10-16,2300,24.8,81,3.9
384,2020-10-17,0000,24,93,0.1
385,2020-10-17,0100,24.2,93,0
386,2020-10-17,0200,24,93,0
387,2020-10-17,0300,24,94,0
388,2020-10-17,0400,24.3,94,0
389,2020-10-17,0500,23.9,93,0
390,2020-10-17,0600,23.7,94,0
391,2020-10-17,0700,23.5,94,0
392,2020-10-17,0800,23.9,94,0.2
393,2020-10-17,0900,23.8,93,0
394,2020-10-17,1000,24.7,93,0.1
395,2020-10-17,1100,27.4,79,0.2
396,2020-10-17,1200,30.1,70,0.7
397,2020-10-17,1300,30.9,62,0.8
398,2020-10-17,1400,32,57,1.1
399,2020-10-17,1500,33.1,55,1.3
400,2020-10-17,1600,33.2,52,1
401,2020-10-17,1700,31.9,62,1.2
402,2020-10-17,1800,30,70,1.7
403,2020-10-17,1900,24.3,90,0.7
404,2020-10-17,2000,25.7,91,0
405,2020-10-17,2100,26,91,0
406,2020-10-17,2200,25.2,91,1
407,2020-10-17,2300,24.6,90,0
408,2020-10-18,0000,25,88,0.1
409,2020-10-18,0100,25.3,87,0.2
410,2020-10-18,0200,24.9,88,0
411,2020-10-18,0300,24.8,89,0.1
412,2020-10-18,0400,24.7,90,0
413,2020-10-18,0500,24,92,0
414,2020-10-18,0600,23.6,93,0
415,2020-10-18,0700,23.7,93,0
416,2020-10-18,0800,23.8,93,0
417,2020-10-18,0900,23.5,93,0
418,2020-10-18,1000,24.6,93,0
419,2020-10-18,1100,28,75,0.3
420,2020-10-18,1200,29.5,71,0.7
421,2020-10-18,1300,29.4,68,1
422,2020-10-18,1400,30.8,62,0.8
423,2020-10-18,1500,31.5,59,0.5
424,2020-10-18,1600,31.5,63,0.3
425,2020-10-18,1700,26.5,88,0
426,2020-10-18,1800,31.4,67,0.7
427,2020-10-18,1900,30.3,69,0.7
428,2020-10-18,2000,28.8,76,1
429,2020-10-18,2100,27.4,71,1.1
430,2020-10-18,2200,27,79,0.3
431,2020-10-18,2300,26.9,75,0.3
432,2020-10-19,0000,26.2,78,0.3
433,2020-10-19,0100,25.8,81,0.5
434,2020-10-19,0200,25.1,84,0.3
435,2020-10-19,0300,24.9,86,0.1
436,2020-10-19,0400,24.2,88,0
437,2020-10-19,0500,23.7,91,0
438,2020-10-19,0600,23.9,91,0
439,2020-10-19,0700,24.1,89,0
440,2020-10-19,0800,23.9,90,0
441,2020-10-19,0900,23.2,92,0
442,2020-10-19,1000,25.2,88,0.3
443,2020-10-19,1100,28.6,72,0.5
444,2020-10-19,1200,30.3,67,1.1
445,2020-10-19,1300,30.2,65,0.8
446,2020-10-19,1400,31.9,57,1
447,2020-10-19,1500,32,57,1.1
448,2020-10-19,1600,32.8,55,0.9
449,2020-10-19,1700,30.9,63,0.3
450,2020-10-19,1800,30.8,73,1
451,2020-10-19,1900,27.3,80,1.3
452,2020-10-19,2000,24.6,91,0.9
453,2020-10-19,2100,24.5,91,0.1
454,2020-10-19,2200,23.6,93,0.4
455,2020-10-19,2300,23.9,93,0
456,2020-10-20,0000,24.2,93,0
457,2020-10-20,0100,24.3,94,0
458,2020-10-20,0200,24.2,93,0
459,2020-10-20,0300,24.1,93,0
460,2020-10-20,0400,24.1,93,0
461,2020-10-20,0500,23.7,94,0
462,2020-10-20,0600,23.7,94,0
463,2020-10-20,0700,23.6,94,0
464,2020-10-20,0800,23.5,94,0
465,2020-10-20,0900,23.7,94,0
466,2020-10-20,1000,25,94,0.1
467,2020-10-20,1100,28,84,0.7
468,2020-10-20,1200,29.2,73,1.5
469,2020-10-20,1300,31.2,69,1.4
470,2020-10-20,1400,31.4,67,0.5
471,2020-10-20,1500,31.1,63,0.9
472,2020-10-20,1600,33.8,55,1
473,2020-10-20,1700,30.4,73,1.1
474,2020-10-20,1800,31.3,65,1.5
475,2020-10-20,1900,28.6,78,0.9
476,2020-10-20,2000,26.3,88,1.9
477,2020-10-20,2100,24.9,88,0.2
478,2020-10-20,2200,24.9,90,0
479,2020-10-20,2300,25.1,90,0
480,2020-10-21,0000,25.2,91,0
481,2020-10-21,0100,25,92,0
482,2020-10-21,0200,25.3,89,0.1
483,2020-10-21,0300,25.2,88,0
484,2020-10-21,0400,24.6,90,0
485,2020-10-21,0500,24.5,90,0.1
486,2020-10-21,0600,24,92,0
487,2020-10-21,0700,23.7,93,0
488,2020-10-21,0800,23.5,93,0
489,2020-10-21,0900,23.5,93,0
490,2020-10-21,1000,24.6,93,0.3
491,2020-10-21,1100,27.7,78,0.9
492,2020-10-21,1200,28.6,75,0.8
493,2020-10-21,1300,31.3,65,2.2
494,2020-10-21,1400,32.1,59,1.9
495,2020-10-21,1500,33.4,56,0.7
496,2020-10-21,1600,32.7,60,0.9
497,2020-10-21,1700,32.5,61,1.6
498,2020-10-21,1800,31.8,62,1.5
499,2020-10-21,1900,30.8,65,1.2
500,2020-10-21,2000,26.9,86,0.9
501,2020-10-21,2100,26.4,91,0
502,2020-10-21,2200,26.3,91,0.2
503,2020-10-21,2300,26.3,79,0.4
504,2020-10-22,0000,26,80,0.1
505,2020-10-22,0100,25.9,82,0.2
506,2020-10-22,0200,25.4,85,0
507,2020-10-22,0300,25,87,0
508,2020-10-22,0400,24.7,89,0
509,2020-10-22,0500,24.3,90,0
510,2020-10-22,0600,24.3,91,0.1
511,2020-10-22,0700,24.2,91,0
512,2020-10-22,0800,24.2,92,0.1
513,2020-10-22,0900,23.9,92,0
514,2020-10-22,1000,25.2,90,0
515,2020-10-22,1100,27.7,77,0.3
516,2020-10-22,1200,29.3,73,0.7
517,2020-10-22,1300,30.7,63,0.9
518,2020-10-22,1400,31.4,62,1
519,2020-10-22,1500,31.5,57,1.3
520,2020-10-22,1600,31.8,61,0.5
521,2020-10-22,1700,31.4,63,0.6
522,2020-10-22,1800,32.3,61,0.8
523,2020-10-22,1900,31.2,63,0.7
524,2020-10-22,2000,30.5,66,0.8
525,2020-10-22,2100,29.2,71,0.8
526,2020-10-22,2200,28.4,74,0.6
527,2020-10-22,2300,28,71,0.5
528,2020-10-23,0000,27.3,74,0.3
529,2020-10-23,0100,26.6,77,0.3
530,2020-10-23,0200,26.1,81,0.4
531,2020-10-23,0300,25.8,82,0
532,2020-10-23,0400,25.4,84,0.1
533,2020-10-23,0500,24.8,87,0
534,2020-10-23,0600,24.2,90,0
535,2020-10-23,0700,24.1,91,0
536,2020-10-23,0800,24.1,91,0
537,2020-10-23,0900,24.4,90,0
538,2020-10-23,1000,25.2,88,0.1
539,2020-10-23,1100,27.4,78,0.8
540,2020-10-23,1200,28.8,73,0.4
541,2020-10-23,1300,30.7,63,1.2
542,2020-10-23,1400,31.2,60,0.8
543,2020-10-23,1500,32.9,51,1.2
544,2020-10-23,1600,32.7,52,1.9
545,2020-10-23,1700,31,62,1.5
546,2020-10-23,1800,32.1,61,1.8
547,2020-10-23,1900,31.5,59,1.7
548,2020-10-23,2000,30.1,63,0.8
549,2020-10-23,2100,25.6,89,0.1
550,2020-10-23,2200,26,88,0.3
551,2020-10-23,2300,25.8,83,0.1
552,2020-10-24,0000,25.7,80,0.1
553,2020-10-24,0100,25.5,80,0.2
554,2020-10-24,0200,25.3,83,0.2
555,2020-10-24,0300,24.9,85,0.1
556,2020-10-24,0400,24.3,88,0
557,2020-10-24,0500,24.2,89,0
558,2020-10-24,0600,24,90,0
559,2020-10-24,0700,23.8,91,0
560,2020-10-24,0800,23.7,91,0
561,2020-10-24,0900,23.6,91,0
562,2020-10-24,1000,24.3,91,0
563,2020-10-24,1100,27.3,80,0.6
564,2020-10-24,1200,28.9,71,0.7
565,2020-10-24,1300,30.2,65,1.1
566,2020-10-24,1400,31.7,60,1
567,2020-10-24,1500,33.7,51,1.1
568,2020-10-24,1600,31.3,61,1.5
569,2020-10-24,1700,31,65,2
570,2020-10-24,1800,31.6,62,2
571,2020-10-24,1900,30.4,70,0.2
572,2020-10-24,2000,27.7,81,0.6
573,2020-10-24,2100,28,77,1.2
574,2020-10-24,2200,27.6,76,1.1
575,2020-10-24,2300,27.2,76,0.6
576,2020-10-25,0000,26.8,78,0.7
577,2020-10-25,0100,26.2,82,0.3
578,2020-10-25,0200,25.5,86,0
579,2020-10-25,0300,25.2,87,0
580,2020-10-25,0400,25.1,88,0
581,2020-10-25,0500,24.7,90,0
582,2020-10-25,0600,24.6,90,0
583,2020-10-25,0700,24.2,92,0
584,2020-10-25,0800,23.8,93,0
585,2020-10-25,0900,23.6,93,0
586,2020-10-25,1000,25.6,91,0.2
587,2020-10-25,1100,28.8,76,0.3
588,2020-10-25,1200,30.4,66,1.3
589,2020-10-25,1300,31.3,59,0.6
590,2020-10-25,1400,31.7,60,2.5
591,2020-10-25,1500,32,57,0.6
592,2020-10-25,1600,32.5,53,2.4
593,2020-10-25,1700,33.4,52,1.2
594,2020-10-25,1800,34,58,0.9
595,2020-10-25,1900,33.4,57,1.8
596,2020-10-25,2000,30.1,66,1.3
597,2020-10-25,2100,25.7,88,0.8
598,2020-10-25,2200,24.7,91,1.8
599,2020-10-25,2300,25,90,0.3
600,2020-10-26,0000,25.3,86,0.6
601,2020-10-26,0100,25.2,87,0.1
602,2020-10-26,0200,25.1,88,0.2
603,2020-10-26,0300,25.1,89,0
604,2020-10-26,0400,24.9,90,0
605,2020-10-26,0500,24.5,91,0
606,2020-10-26,0600,24.8,91,0
607,2020-10-26,0700,24.4,92,0
608,2020-10-26,0800,24.2,93,0
609,2020-10-26,0900,24.2,93,0
610,2020-10-26,1000,26,90,0
611,2020-10-26,1100,28.9,75,1.4
612,2020-10-26,1200,29,73,0.9
613,2020-10-26,1300,31.3,63,0.8
614,2020-10-26,1400,31.5,61,0.8
615,2020-10-26,1500,32.5,62,0.5
616,2020-10-26,1600,31.2,63,0.7
617,2020-10-26,1700,31,65,0.4
618,2020-10-26,1800,31,64,0.8
619,2020-10-26,1900,28.5,81,0.2
620,2020-10-26,2000,28.6,74,1.6
621,2020-10-26,2100,28.2,76,1.1
622,2020-10-26,2200,27,74,1.1
623,2020-10-26,2300,25.6,80,1.8
624,2020-10-27,0000,24.9,86,1.3
625,2020-10-27,0100,24.8,89,0.2
626,2020-10-27,0200,24.8,88,0
627,2020-10-27,0300,24.6,91,0
628,2020-10-27,0400,24.4,92,0
629,2020-10-27,0500,24.5,92,0
630,2020-10-27,0600,24.3,92,0
631,2020-10-27,0700,24.2,93,0
632,2020-10-27,0800,24.2,93,0
633,2020-10-27,0900,24.1,93,0
634,2020-10-27,1000,24.9,93,0
635,2020-10-27,1100,27.9,81,1.5
636,2020-10-27,1200,30.2,69,0.6
637,2020-10-27,1300,30.4,68,1.2
638,2020-10-27,1400,31.4,64,1.4
639,2020-10-27,1500,32.6,53,2.3
640,2020-10-27,1600,32,60,2.3
641,2020-10-27,1700,32.2,67,1.5
642,2020-10-27,1800,28.9,79,0.7
643,2020-10-27,1900,31.5,68,0.9
644,2020-10-27,2000,22.6,92,4.7
645,2020-10-27,2100,23.9,92,0.1
646,2020-10-27,2200,24.6,91,0.7
647,2020-10-27,2300,24.4,91,0.5
648,2020-10-28,0000,24.3,91,0
649,2020-10-28,0100,24.4,92,0
650,2020-10-28,0200,24.4,92,0
651,2020-10-28,0300,24.1,92,0
652,2020-10-28,0400,24,93,0
653,2020-10-28,0500,24.2,93,0
654,2020-10-28,0600,24.1,92,0
655,2020-10-28,0700,24.2,92,0
656,2020-10-28,0800,24.1,92,0.2
657,2020-10-28,0900,24.2,92,0.3
658,2020-10-28,1000,25.1,91,0.6
659,2020-10-28,1100,27.6,80,1.6
660,2020-10-28,1200,28.7,79,0.5
661,2020-10-28,1300,30.9,65,1.3
662,2020-10-28,1400,31.6,62,2.1
